location_country_code,location_region,location_city,fundedorg_name,fundedorg_description,fundedorg_short_description,fundedorg_categories,fundedorg_category_groups,fundedorg_permalink,announced_on,funding_type,series,money_raised_usd,n_investors,investor_name,investor_type,investor_investor_type,investor_description,investor_short_description,uuid,Year,Month
United States,California,San Francisco,RideOS,"rideOS’ mission is to accelerate the safe, global roll-out of next-generation transport. rideOS builds cutting-edge transportation marketplace and mapping technologies.

rideOS collaborates with numerous partners, from Silicon Valley startups, to industrial OEMs, to companies operating ride-hailing services towards revolutionizing next-generation transport systems. Today, its ETA engine and self-driving vehicle routing service are used by mobility service companies to provide on-demand transportation.

The startup consists of highly accomplished and experienced engineers that previously worked at companies like Google, Apple, Uber and Tesla. It was founded in 2017 and is based in San Francisco.",RideOS offers marketplaces/mapping services for ride-hailing fleets,"'Autonomous Vehicles', 'Mapping Services', 'Navigation', 'Transportation', 'Software'","'Transportation', 'Navigation and Mapping', 'Navigation and Mapping', 'Transportation', 'Software'",rideos,2018-08-02,venture,B,25000000.0,3.0,next47,Organization,corporate_venture_capital,"Next47 is a global venture firm created by Siemens to invest in entrepreneurs who think big and build companies that will change the way we live and work. Its strategy is to combine the speed and agility of an independent investor with the breadth of Siemens’ business and technology. The firm does not just fund companies, but also connects entrepreneurs to domain knowledge and a global customer ecosystem through three competencies.",Next47 is a global venture firm created by Siemens to invest in entrepreneurs who build companies that change the way people live and work.,e391fc0604f54b2b8b4bec71ef47161c,2018,8
United States,California,Sunnyvale,Marvelmind Robotics,"Precise (+-2cm) indoor navigation system for autonomous robots, drones and VR","Precise (±2cm) Indoor ""GPS"" for autonomous robots, drones, VR and humans. Autonomous robotics for industrial applications","'Autonomous Vehicles', 'Drones', 'Navigation', 'Robotics', 'Internet of Things', 'Hardware'","'Transportation', 'Consumer Electronics', 'Consumer Goods', 'Hardware', 'Navigation and Mapping', 'Hardware', 'Science and Engineering', 'Software', 'Internet Services', 'Hardware'",marvelmind-robotics,2018-07-28,seed,0,0.0,0.0,0,0,0,0,0,0b21e0b535ed46e38de432ef78f5d4a1,2018,7
United States,Colorado,Denver,Atomos Nuclear and Space,"With the manufacture and operation of spacecraft that leverage nuclear power and propulsion systems, Atomos Nuclear and Space is building an in-space transportation network that will allow enterprises and explorers to expand their business in space and reach new destinations. Our spacecraft rendezvous with customer payloads in low orbits and deliver them to their final destinations. Any orbit beyond high-LEO is serviceable by Atomos.

Fission power changes the paradigm. Atomos is pioneering the commercialization of nuclear technologies for space exploration and development. Our small modular fission power system will enable an entirely new scale of power-intensive space operations, helping to advance capabilities from space transportation to asteroid mining; these technologies enable sustainable, scalable in-space operations near Earth and in deep space. Extended operational lifetimes, expanded power budgets, and faster transfer times are only a few of the benefits made possible by space nuclear technologies. ",Splitting the atom to connect the planets.,"'Autonomous Vehicles', 'Nuclear', 'Logistics', 'Energy Management', 'Robotics', 'Transportation', 'Aerospace', 'Space Travel', 'Clean Energy'","'Transportation', 'Science and Engineering', 'Transportation', 'Energy', 'Hardware', 'Science and Engineering', 'Software', 'Transportation', 'Science and Engineering', 'Transportation', 'Energy', 'Sustainability'",atomos-nuclear-and-space,2018-07-16,convertible_note,0,0.0,0.0,0,0,0,0,0,99b97172482e40ebaf81f3955a1aee44,2018,7
United States,California,Fremont,Pony.ai,"Pony.ai is a developer of AI-based robot designed for autonomous driving.

The company was founded by James Peng and Tiancheng Lou in 2016 and is headquartered in Fremont, California, United States.",Pony.ai is a developer of AI-based robot designed for autonomous driving.,"'Autonomous Vehicles', 'Artificial Intelligence', 'Transportation', 'Automotive'","'Transportation', 'Artificial Intelligence', 'Data and Analytics', 'Science and Engineering', 'Software', 'Transportation', 'Transportation'",pony-ai,2018-07-11,venture,A,102000000.0,11.0,Eight Roads Ventures,Organization,venture_capital,"Eight Roads Ventures is a venture capital fund, with offices in China, India, Japan and the UK. Eight Roads is the proprietary investment arm of Fidelity International Limited (FIL). The Ventures arm of FIL was formerly known as Fidelity Growth Partners","Eight Roads Ventures is a venture capital fund, with offices in China, India, Japan and the UK.",59b4a50671624e6d86a14cc3cb626ecc,2018,7
United States,Pennsylvania,Pittsburgh,Locomation,0,Locomation is a developer of safe and reliable autonomous trucking solutions.,'Autonomous Vehicles','Transportation',locomation,2018-07-10,seed,0,5050000.0,2.0,0,0,0,0,0,3796c3eda47e4f8392f04f7f4f576ef8,2018,7
United States,California,San Francisco,Camp Six Labs,"Camp Six is developing an aerial freight transportation network. Powered by unmanned aircraft designed to deliver 1,000lbs of payload 1,000 miles away, we believe better transportation will boost lives in every remote corner of the globe.",A to B,"'Autonomous Vehicles', 'Freight Service', 'Service Industry', 'Air Transportation'","'Transportation', 'Transportation', 'Transportation'",camp-six-labs,2018-07-10,venture,0,3325011.0,0.0,0,0,0,0,0,2d0e1d6dff74411cb4130acacb30b898,2018,7
United States,California,Palo Alto,DeepMap,"DeepMap is solving the HD mapping & localization and big data management challenge for L4/5 autonomous vehicles.

We are based in Palo Alto, CA, and have blue-chip investors supporting a world-class team from Google Earth, Google Maps, Apple Maps, and Baidu Maps. We are growing our team aggressively yet selectively.

Autonomous mobility will have a huge impact on society and we are excited to be able to help make it a safe reality in partnership with automotive industry companies.",Our unique service turns your self-driving fleet data into high performance maps,"'Autonomous Vehicles', 'Computer', 'Software'","'Transportation', 'Consumer Electronics', 'Hardware', 'Software'",deepmap,2018-07-09,venture,0,60000000.0,3.0,0,0,0,0,0,adc64734f6a245068aae5148cb253866,2018,7
United States,California,Foster City,Zoox,"Zoox is a California based robotics company founded by Tim Kentley-Klay and Dr. Jesse Levinson to create autonomous mobility. Operating at the intersection of design, computer science, and electro-mechanical engineering, Zoox is a multidisciplinary team working to imagine and build an advanced mobility experience that will support the future needs of urban mobility for both people and the environment. 
",Zoox is a robotics company pioneering autonomous mobility as-a-service.,"'Autonomous Vehicles', 'Robotics', 'Transportation'","'Transportation', 'Hardware', 'Science and Engineering', 'Software', 'Transportation'",zoox,2018-07-08,venture,B,500000000.0,1.0,Grok Ventures,Organization,venture_capital,Grok Ventures is a private investment company. They back world-class teams solving big problems to shape a better future. They invest in fast growing technology-enabled businesses.,Grok Ventures is a private investment company.,351bc54fb7784dd581b17a1f6e724249,2018,7
United States,Oregon,Bend,Azevtec,"Azevtec, Inc. operates in the technology industry. Azevtec  is developing “autonomous, zero-emission vehicle systems” and “working to accelerate the adoption of sustainable transportation technology.”",A furtive autonomous vehicle startup .,"'Autonomous Vehicles', 'Industrial'",'Transportation',azevtec,2018-07-03,venture,0,8118113.0,0.0,0,0,0,0,0,7f961058dcac49d6805661dc91636f75,2018,7
United States,Massachusetts,Cambridge,Zippity,"Convenient car maintenance brought to your workplace. Oil changes, tires, wipers, filters, brakes, and more, all taken care of in Thier mobile service trailer while you're at work.","Zippity  is a Comapny that  provides on-site car care at the customer’s place of work through a seamless, tech-enabled user experience. ","'Autonomous Vehicles', 'Automotive'","'Transportation', 'Transportation'",zippity,2018-07-02,venture,0,2024088.0,0.0,0,0,0,0,0,de9d757d8ae943499e8ad44bf9769b8c,2018,7
United States,Pennsylvania,Pittsburgh,"RoadBotics, Inc.","RoadBotics monitors and manages our world’s roadways by identifying and rating a wide array of important roadway features and conditions, including cracks, potholes, signage and other characteristics. Our AI technology was developed at the Carnegie Mellon University Robotics Institute with the explicit goal of providing efficient and cost-effective roadway transparency to those responsible for roadway infrastructure. Our technology turns any smartphone and car, truck or bike into a sophisticated, mobile sensor. 

With our tool, anyone can download our app to their smartphone and simply attach their phone to a dash mount, giving the phone’s camera a full view of the road ahead. The data is automatically uploaded to our AI-driven cloud platform to be analyzed. The video data, along with the smartphone’s other sensor capabilities, allow us to precisely calculate a wide variety of vital and established roadway metrics. The RoadBotics ‘red, yellow, green’ web accessible visualization map gives roadway managers a comprehensive and near real-time status of their roads, streets, bike paths, walkways and bridges.   ",RoadBotics is AI technology that monitors and manages roadways around the world.,"'Autonomous Vehicles', 'Mapping Services', 'Artificial Intelligence', 'Machine Learning', 'Transportation', 'Infrastructure', 'Apps', 'Internet of Things', 'Public Transportation', 'SaaS'","'Transportation', 'Navigation and Mapping', 'Artificial Intelligence', 'Data and Analytics', 'Science and Engineering', 'Software', 'Artificial Intelligence', 'Data and Analytics', 'Software', 'Transportation', 'Apps', 'Software', 'Internet Services', 'Transportation', 'Software'",roadbotics-inc,2018-07-01,seed,0,0.0,2.0,0,0,0,0,0,5c0223d324034fefab2b0c55da1b1fa0,2018,7
United States,Pennsylvania,Pittsburgh,Locomation,0,Locomation is a developer of safe and reliable autonomous trucking solutions.,'Autonomous Vehicles','Transportation',locomation,2018-06-30,seed,0,0.0,1.0,0,0,0,0,0,d4b781893d754aad92d7448872bd696b,2018,6
United States,California,San Francisco,Bossa Nova,"Bossa Nova is the leading provider of real-time, on-shelf product data for the global retail industry. Its technology collects terabytes of data that enables the retail ecosystem to optimize the omnichannel shopping experience. With a multidisciplinary team of robotics, computer vision, artificial intelligence, and big data scientists, Bossa Nova has solved the challenges to deploy fully autonomous service robots in busy and crowded environments. Bossa Nova is privately held, headquartered in San Francisco with offices in Mountain View and Pittsburgh. ","Bossa Nova is the leading provider of real-time, on-shelf product data for the global retail industry. ","'Autonomous Vehicles', 'Artificial Intelligence', 'Human Computer Interaction', 'Robotics', 'Cloud Computing', 'Retail Technology', 'Analytics', 'Computer Vision'","'Transportation', 'Artificial Intelligence', 'Data and Analytics', 'Science and Engineering', 'Software', 'Design', 'Science and Engineering', 'Hardware', 'Science and Engineering', 'Software', 'Internet Services', 'Software', 'Commerce and Shopping', 'Hardware', 'Software', 'Data and Analytics', 'Hardware', 'Software'",bossa-nova-robotics-inc,2018-06-21,venture,C,29000000.0,6.0,Cota Capital,Organization,"micro_vc,venture_capital","Cota Capital is building a disruptive businesses of the future.  Cota Capital is taking a new approach to technology investing by identifying attractive technology investments across the public and private markets at any stage, from seed stage in the private market to securities in the public market. They partner with world-class entrepreneurs and and leadership teams to build businesses that leverage technology in innovative ways to disrupt all industries.","Founded in 2014, Cota Capital is a California-based investment firm that partners with entrepreneurs to build disruptive businesses.",d090d33668b941759675e1c67869feac,2018,6
United States,Utah,Salem,"Inertial Sense, INC",0,Inertial Sense provides high precision micro-navigation solutions for a world that is beginning to move on its own.,"'Autonomous Vehicles', 'GPS', 'Drones', 'Navigation', 'Motion Capture', 'Robotics', 'Hardware'","'Transportation', 'Hardware', 'Navigation and Mapping', 'Consumer Electronics', 'Consumer Goods', 'Hardware', 'Navigation and Mapping', 'Media and Entertainment', 'Video', 'Hardware', 'Science and Engineering', 'Software', 'Hardware'",inertial-sense-llc,2018-06-21,seed,0,2000000.0,1.0,DataTribe,Organization,venture_capital,"We are unlike anything else in the startup world. We are not a startup incubator, studio, or a standard VC.  We co-build with startup teams step-by-step. We help build the product, define the roadmap and assemble the team. We facilitate initial pilot customers and ensure product-market fit. Our staff drives a tremendous amount of the “heavy lifting” of building the early blocks of the company. We are there hand-in-hand with the startup every step of the way through the A round. We partner with entrepreneurs who are alumni ofIntelligence Agencies, Research Labs and other innovative government-based organizations. We provide the business DNA, so that these experts can commercialize their breakthrough Cyber Security, Big Data and Analytics innovations. As entrepreneurs, founders, investors and former CEO’s of technology firms with backgrounds in the Intelligence Community, Special Operations, and Silicon Valley, DataTribe is built to be the bridge between revolutionary public-sector technology and commercial market opportunity. 

DataTribe is unique in that we provide up to $1.5M in seed funding and up to an additional $1.5M in A round funding. Our staff is located outside the DC Beltway in Fulton, Maryland and in Palo Alto, CA. DataTribe is supported by a network of top technology CEOs, CTOs, Product Managers, UI/UX, designers, enterprise sales executives and developers to accelerate our startups path to commercial success resulting in optimal resource allocations. There are two ways a startup can find its way through the early minefield of company building: one, is by trial-and-error -which we don’t recommend; or two,  find a map. DataTribe is that map.",DataTribe is a startup studio commercializing innovative technologies. West coast business savvy meets east coast tech.,272cb7cef7c14ef8bd54e47a17282980,2018,6
United States,California,San Francisco,RideOS,"rideOS’ mission is to accelerate the safe, global roll-out of next-generation transport. rideOS builds cutting-edge transportation marketplace and mapping technologies.

rideOS collaborates with numerous partners, from Silicon Valley startups, to industrial OEMs, to companies operating ride-hailing services towards revolutionizing next-generation transport systems. Today, its ETA engine and self-driving vehicle routing service are used by mobility service companies to provide on-demand transportation.

The startup consists of highly accomplished and experienced engineers that previously worked at companies like Google, Apple, Uber and Tesla. It was founded in 2017 and is based in San Francisco.",RideOS offers marketplaces/mapping services for ride-hailing fleets,"'Autonomous Vehicles', 'Mapping Services', 'Navigation', 'Transportation', 'Software'","'Transportation', 'Navigation and Mapping', 'Navigation and Mapping', 'Transportation', 'Software'",rideos,2018-06-15,venture,A,9000000.0,3.0,Sequoia Capital,Organization,venture_capital,"Sequoia is a venture capital focused on energy, financial, enterprise, healthcare, internet, and mobile startups. The firm helps a small number of daring founders build legendary companies. Its spurs them to push the boundaries of what’s possible.

The firm seeks to invest in all sectors with a focus on energy, financials and financial services, healthcare and healthcare services, Internet, mobile, outsourcing, and technology.

The company was founded by Don Valentine in November 1972 and is based on Menlo Park, California.","Sequoia is a VC firm focused on energy, financial, enterprise, healthcare, internet, and mobile startups.",d8982ed53a6b4f59ba0470f425e35a86,2018,6
United States,Illinois,Chicago,mHUB,"mHUB is creating the conditions for product innovation to thrive. Our mission is to galvanize Chicago’s manufacturing ecosystem by generating innovative ideas, attracting world-class talent and fostering collaboration. By providing access to labs and equipment, industry experts and entrepreneurial and technical training workshops, and a community of other product innovators, mHUB helps turn ideas into prototypes, and prototypes into sustainable new businesses that drive economic impact, and ensure the region’s continued leadership in global manufacturing.

mHUB full-service, co-working membership begins at $300 with several packages for early-stage entrepreneurs up through established enterprises, including part-time prototyping shop access, reserved desks and private office rentals. 
",mHUB is an innovation center for physical product development and manufacturing.,"'Autonomous Vehicles', 'Battery', 'Renewable Energy', 'CleanTech', 'Medical Device', 'Communication Hardware', 'Product Research', 'Smart Home', 'Non Profit', 'Consumer Electronics', 'Product Design', 'Manufacturing', 'Internet of Things', 'Coworking', 'Aerospace', 'Incubators'","'Transportation', 'Energy', 'Energy', 'Sustainability', 'Sustainability', 'Health Care', 'Hardware', 'Data and Analytics', 'Design', 'Consumer Electronics', 'Real Estate', 'Consumer Electronics', 'Hardware', 'Design', 'Manufacturing', 'Internet Services', 'Real Estate', 'Science and Engineering', 'Financial Services', 'Lending and Investments'",mhub-3,2018-06-13,grant,0,150000.0,0.0,0,0,0,0,0,0819d4460b914ba1aba9d00c2f369529,2018,6
United States,California,Menlo Park,"area17, Inc.","Autonomous navigation and collision avoidance systems for machines.

Leveraging technology originally developed by SRI International for the Department of Defense, their software provides robust navigation information to machines, allowing them to operate collision-free in unstructured, GPS-denied indoor, urban, and harsh environments with no operator supervision.

Their team consists of experts in computer vision, robotics, and consumer electronics from Google, SRI International, GRASP Lab, HP and Skype with decades of combined experience on robotic projects for commercial and government agencies worldwide, including DARPA, IARPA and the US DoD.",Autonomous navigation and collision avoidance systems for machines.,"'Autonomous Vehicles', 'Drones', 'Navigation', 'Robotics'","'Transportation', 'Consumer Electronics', 'Consumer Goods', 'Hardware', 'Navigation and Mapping', 'Hardware', 'Science and Engineering', 'Software'",area17-inc,2018-06-01,seed,0,0.0,1.0,0,0,0,0,0,310041e8162d46fdae79505ca1790d5a,2018,6
